Código BIP	Nombre Iniciativa	Sub Sector	Nombre de las fuentes	RATE	Costo Total
30035403-0	IMPLEMENTACION FIESTA HUASA TRILLA DE SAN ESTEBAN	ARTE Y CULTURA	F.N.D.R.	FI	30500
30036081-0	ADQUISICION EQUIPAMIENTO LICEOS TECNICOS PROFESIONALES	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	70563
30036112-0	DIFUSION 17 FESTIVAL INTERNACIONAL DE CINE VIÑA DEL MAR	ARTE Y CULTURA	F.N.D.R.	OT	15001
30036362-0	DIFUSION ARTE Y CULTURA PARA JOVENES EN LA REGIÓN DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	OT	91820
30036365-0	CONSTRUCCION PATIO TECHADO ESCUELA MARIA ESPINOLA	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	25000
30036479-0	CONSTRUCCION JARDÍN INFANTIL CATAPILCO	EDUCACION PREBASICA	F.N.D.R. - MUNICIPAL	OT	20000
30036481-0	REPOSICION SISTEMA  ELECTRICO SECRETARIA MINISTERIAL EDUCACIO	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	36000
30036825-0	CONSTRUCCION JARDIN INFANTIL Y SALA CUNA	EDUCACION PREBASICA	F.N.D.R.	FI	76500
30037094-0	DIFUSION DE INICIATIVAS CULTURALES EN LA REGION DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	OT	125000
30037148-0	DIFUSION OPERA EN EL MAR EN LA REGION DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	OT	49200
30039608-0	"EQUIPAMIENTO MATERIAL DOCENTE, HISTORICO Y CULTURAL LICEO BAEZA IPA"	ARTE Y CULTURA	F.N.D.R.	RS	8995
30039654-0	AMPLIACION ESCUELA 21 DE MAYO DE VIÑA DEL MAR	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	611510
30039802-0	AMPLIACION ESCUELA BERNARDO O´HIGGINS	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	655365
30039803-0	"AMPLIACION ESCUELA GOMEZ CARREÑO D-356, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	858100
30040041-0	"AMPLIACION COLEGIO JESUS DE NAZARET, LA CALERA"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	251079
30040044-0	"TRANSFERENCIA DE  INFORMACIÓN PARA EL DESARROLLO CIENTICO, TECNOLOGIC"	EDUCACION SUPERIOR	F.N.D.R.	OT	104000
30040062-0	CONSTRUCCION LICEO NUEVA CARTAGO DE CARTAGENA	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	1054582
30040102-0	CONSTRUCCION LICEO TECNICO PROFESIONAL	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	540685
30040114-0	AMPLIACION ADECUACION Y EQUP. ESCUELA SAN JUDAS TADEO F-305	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	331315
30040159-0	CONSTRUCCION LICEO POLITECNICO ALTO ACONCAGUA	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	OT	537874
30040174-0	REPOSICION ESCUELA BARROS ARANA E-401	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	755450
30040182-0	REPOSICION ESCUELA MELVIN JONES  F-402	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	632923
30040428-0	DIFUSION DE ESTUDIOS Y TEMATICAS DE INTERES REGIONAL	ARTE Y CULTURA	F.N.D.R.	OT	44264
30040444-0	REPOSICION SERVICIOS HIGIENICOS LICEO LORENZO BAEZA VEGA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	42604
30041043-0	MEJORAMIENTO SANITARIO ESCUELAS MUNICIPALIZADAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	58800
30041140-0	AMPLIACION ESCUELA ANEXO LUIS CRUZ MARTINEZ	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	909745
30041496-0	DIFUSION Y FORMACION ARTÍSTICA PARA JOVENES DE LA V REGION	ARTE Y CULTURA	F.N.D.R.	OT	32822
30059253-0	ADQUISICION EQUIPAMIENTO TEATRO MUNICIPAL DE CABILDO	ARTE Y CULTURA	F.N.D.R.	RS	6039
30059920-0	EQUIPAMIENTO CENTRO DE ESTUDIOS DEL ADULTO MAYOR V REGIÓN	EDUCACION PARA ADULTOS	F.N.D.R.	OT	23395
30039909-0	CONSTRUCCION INFRAESTRUCTURA EN TERRENO DE EX-CARCEL DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	RS	29753
20136161-0	REPOSICION Y AMPLIACION INFRAESTRUCTURA ESCUELA LOS TILOS	EDUCACION BASICA Y MEDIA	F.N.D.R.		6500
20136489-0	MEJORAMIENTO ESCUELA  G-418 TENIENTE SERRANO	EDUCACION BASICA Y MEDIA	F.N.D.R.		11000
20136499-0	MEJORAMIENTO ESCUELA G-428 THEODOR HEUSS	EDUCACION BASICA Y MEDIA	F.N.D.R.		9423
20136651-0	NORMALIZACION ESCUELA F-347 - CENTRO  EDUCATIVO - VINA DEL MAR	EDUCACION BASICA Y MEDIA	F.N.D.R.		20050
20136657-0	REPOSICION ESCUELA E-374 - PATRICIO LYNCH - VINA DEL MAR	EDUCACION BASICA Y MEDIA	F.N.D.R.		20050
20147703-0	"AMPLIACION ESCUELA DRESDEN, ISLA JUAN FERNANDEZ"	EDUCACION BASICA Y MEDIA	F.N.D.R.		10040
20165176-0	"CONSTRUCCION ESCUELA F-377 LIMACHITO, LIMACHE"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	79900
20165983-0	"REPOSICION Y AMPLIACIÓN ESCUELA LEZANA PINCHEIRA, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.		87000
20166414-0	"AMPLIACION Y EQUIPAMIENTO LICEO A-23 ALFREDO NAZAR, VALPARAISO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	95000
20166776-0	"REPOSICION LICEO TECNICO PROFESIONAL DE MINERIA, CABILDO"	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	15793
20172661-0	AMPLIACION HABILITACIÓN Y EQUIPAMIENTO ESCUELA BLAS CUEVAS D-307	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	14500
20176792-0	"REPOSICION ESCUELA EMIGDIO GALDAMES, RINCONADA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	191100
20176793-0	"REPOSICION ESCUELA PERFECTO DE LA FUENTE, RINCONADA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	12500
20181560-0	CONSTRUCCION LICEO TECNICO PROFESIONAL EN CALLE LARGA	EDUCACION MEDIA TECNICO	F.N.D.R.	OT	64109
20182193-0	"RESTAURACION CASA P. AGUIRRE CERDA Y ESCUELA AGRICOLA, CALLE LARGA."	ARTE Y CULTURA	F.N.D.R.	OT	56000
20183774-0	CONSTRUCCION DEPARTAMENTO PROVINCIAL DE EDUCACION QUILLOTA - PETORCA	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL		17200
20186852-0	AMPLIACION ESCUELA DAVID BEN GURION ( F-294 )	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	44000
20187015-0	AMPLIACION ADECUACION Y EQUIPAMIENTO ESCUELA AMERICA D-262	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	60000
20187065-0	REPOSICION Y EQUIPAMIENTO ESCUELA PILOTO LUIS PARDO F-299	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	40000
20187072-0	AMPLIACION ESCUELA CARMELA CARVAJAL DE PRAT	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	19786
20187075-0	AMPLIACION ADECUACION Y EQUIPAMIENTO LIC. EDUARDO DE LA BARRA A-22	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	128000
20187249-0	AMPLIACION Y EQUIPAMIENTO LICEO C-100 PEDRO MONTT	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	49565
20187462-0	AMPLIACION Y ADECUACION ESCUELA ESTADO DE ISRAEL E-312	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	40000
20187635-0	AMPLIACION ESCUELA BASICA D-176 ABRAHAM LINCOLN	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	15001
20187772-0	AMPLIACION ESCUELA SAN JOSÉ DE CALASANZ	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	2266
20190578-0	AMPLIACION Y MEJORAMIENTO INFRAESTRUCTURA ESC. ANA JESUS IBACACHE	EDUCACION BASICA Y MEDIA	F.N.D.R.		5400
20190592-0	"REPOSICION Y AMPLIACION ESC. BENJAMIN MATTE LARRAIN, VISTA HERMOSA"	EDUCACION BASICA Y MEDIA	F.N.D.R.		5000
20191423-0	CONSTRUCCION NUEVO ESTABLECIMIENTO ESCUELA SAN JOSE DE CALASANZ	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	19902
20192493-0	CONSTRUCCION NUEVO ESTABLECIMIENTO ESCUELA MOVILIZADORES PORTUARIOS	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	55970
20192517-0	CONSTRUCCION ANFITEATRO MUNICIPAL DE LA CALERA	ARTE Y CULTURA	F.N.D.R.	OT	37575
20192531-0	CONSTRUCCION HABILITACIÓN ANEXO LICEO JUAN DANTE PARRAGUEZ.	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	11067
20192568-0	AMPLIACION LICEO JUAN DANTE PARRAGUEZ	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	10943
20196690-0	AMPLIACION ESCUELA GENERAL JOSE MIGUEL CARRERA	EDUCACION BASICA Y MEDIA	F.N.D.R.	IN	17200
20197174-0	NORMALIZACION ESCUELA RURAL EL CONVENTO	EDUCACION BASICA Y MEDIA	MUNICIPAL	FI	5000
30001387-0	REPOSICION JARDIN INFANTIL CAMPANITA	EDUCACION PREBASICA	F.N.D.R.		6500
30001389-0	CONSTRUCCION CASA PROFESORES JUAN FERNANDEZ	EDUCACION BASICA Y MEDIA	F.N.D.R.		20000
30002574-0	"REPOSICION AULAS ESCUELA ATENAS, OLMUE"	EDUCACION BASICA Y MEDIA	F.N.D.R.		6000
30002968-0	"REPOSICION ESCUELA AURELIO DURAN, ASENTAMIENTO CATAPILCO"	EDUCACION BASICA Y MEDIA	F.N.D.R.		10500
30004294-0	REPOSICION JARDÍN INFANTIL FAMILIAR	EDUCACION PREBASICA	F.N.D.R.		1700
30028242-0	AMPLIACION ESCUELA ELISA LATAPIAT F-218	EDUCACION BASICA Y MEDIA	MUNICIPAL	OT	10202
30028689-0	AMPLIACION LICEO TÉCNICO FEMENINO	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	45432
30028697-0	AMPLIACION ESCUELA ESPECIAL DE DESARROLLO	EDUCACION DIFERENCIAL Y ESPECIAL	F.N.D.R.	RS	39055
30028698-0	AMPLIACION COLEGIO TECNICO PROFESIONAL MANNHEIM	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	49795
30028738-0	"AMPLIACION ESCUELA HUMBERTO VILCHES D-319, VINA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	25000
30028744-0	"REPOSICION ESCUELA BASICA VILLA MONTE F-337,VINA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	21000
30028746-0	"REPOSICION CON RELOCALIZACION LICEO BENJAMIN VICUNA MACKENNA, VINA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	33000
30028748-0	"REPOSICION ESCUELA EDUARDO FREI M. F-369, VINA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	30000
30028749-0	"REPOSICION ESCUELA BASICA ADRIANO MACHADO E-351,VINA"	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	35000
30028750-0	"AMPLIACION ESCUELA JUANITA AGUIRRE F-336, VINA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	14436
30028752-0	"AMPLIACION ESCUELA GASTON OSSA SAINT MARIE E-338, VINA"	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	17000
30028754-0	"AMPLIACION ESCUELA SANTA JULIA D-334, VINA"	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	14300
30028755-0	"AMPLIACION ESCUELA ENRIQUE CARDENAS E-373, VINA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	20000
30028758-0	"AMPLIACION ESCUELA MARCELA PAZ F-361, VINA"	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	25000
30028821-0	CONSTRUCCION NUEVO LICEO DE PAPUDO	EDUCACION MEDIA TECNICO	SECTORIAL	RS	25104
30029665-0	CONSTRUCCION HABILITACIÓN Y EQUIP LICEO A-18 INST. FCO ARAYA BENNET	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	90000
30029667-0	CONSTRUCCION HABILITACION Y EQUIPAMIENTO LICEO B-29 VALPARIASO	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	58853
30029672-0	REPOSICION Y EQUIPAMIENTO ESCUELA ERNESTO QUIROZ WEBER F-311	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	20000
30029734-0	REPOSICION AMPLIACION Y READECUACION ESCUELA HANS WENKE M.	EDUCACION BASICA Y MEDIA	SECTORIAL - MUNICIPAL	RS	46215
30029735-0	AMPLIACION ESCUELA DIFERENCIAL PAUL HARRIS	EDUCACION BASICA Y MEDIA	SECTORIAL - MUNICIPAL	RS	9746
30031378-0	"CONSTRUCCION LICEO BILINGUAL, CASABLANCA"	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	22000
30031379-0	"CONSTRUCCION COLEGIO ALTAZOR, CONCON"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	3000
30031380-0	"CONSTRUCCION LICEO TECNICO PROFESIONAL, CALLE LARGA"	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	45000
30031381-0	"CONSTRUCCION COLEGIO MONTESOL, QUILPUE"	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	10000
30031383-0	"CONSTRUCCION COLEGIO GEA, QUILPUE"	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	15000
30031384-0	"CONSTRUCCION COLEGIO BREMEN,. VALPARAISO"	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	21000
30031385-0	"CONSTRUCCION LICEO JAVIERA CARRERA, OLMUE"	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	15000
30031386-0	"CONSTRUCCION COLEGIO SAN MARTIN , LA LIGUA"	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	24000
30031387-0	"CONSTRUCCION LICEO TECNICO PROFESIONAL P.A.CERDA, QUILPUE"	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	14000
30031388-0	"CONSTRUCCION INSTITUTO TECNICO PROFESIONAL EL TOTORAL, EL QUISCO"	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	10000
20046313-0	"REPOSICION INFRAESTRUCTURA LICEO B-15, LLAY LLAY"	EDUCACION MEDIA TECNICO	F.N.D.R.	FI	406120
20057978-0	REPARACION Y RESTAURACION CASA Y PARQUE DE LA CULTURA LA ERMITA	ARTE Y CULTURA	F.N.D.R.		807300
20085024-0	"REPOSICION LICEO JUAN RUSQUE PORTAL, NOGALES"	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	503125
20102455-0	REPOSICION JARDIN INFANTIL LOS PINITOS	EDUCACION PREBASICA	F.N.D.R.		184950
20110739-0	CONSTRUCCION NUEVO LICEO ISLA DE PASCUA	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	1059968
20111568-0	REPOSICION ESCUELA BASICA F-377 LIMACHITO	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	512500
20111572-0	AMPLIACION Y ADECUACION ESCUELA  D-376 TENIENTE  MERINO	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	490634
20115843-0	"ADQUISICION Y HABILITACION CASA GONDECK, EL QUISCO"	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.		57292
20119719-0	"MEJORAMIENTO INTERNADO MUNICIPAL , PUCHUNCAVI"	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.		20786
20119827-0	REPOSICION ESCUELA EDUARDO FERNANDEZ DE ASTURIAS G-501	EDUCACION BASICA Y MEDIA	F.N.D.R.		340633
20121277-0	REPOSICION CON RELOCALIZACION ANTIGUA ESCUELA GABRIELA MISTRAL	EDUCACION BASICA Y MEDIA	F.N.D.R.		455468
20131355-0	"REPOSICION Y MEJORAMIENTO ESCUELA F-132 , EL SAUCE, LOS ANDES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	175388
20131474-0	REPARACION Y MEJORAMIENTO ESCUELA D-384 GABRIELA MISTRAL	EDUCACION BASICA Y MEDIA	F.N.D.R.		62875
20135276-0	REPOSICION ESCUELA BASICA EL RUNGUE	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	209045
20135278-0	REPOSICION Y AMPLIACION ESCUELA BASICA EL RINCON	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	123390
20135279-0	REPOSICION Y AMPLIACION ESCUELA BASICA LA CHOCOTA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	282458
20135839-0	"AMPLIACION ESCUELA LLIU LLIU, LIMACHE"	EDUCACION BASICA Y MEDIA	F.N.D.R.		28314
20135841-0	"REPOSICION ESCUELA G-380 LO GAMBOA, LIMACHE"	EDUCACION BASICA Y MEDIA	F.N.D.R.		65830
20135849-0	NORMALIZACION ESCUELA BASICA F-495 SAN SEBASTIAN E. SUBERCASEUX	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	196248
20136068-0	NORMALIZACION ESCUELA LO CALVO G-146; SAN ESTEBAN	EDUCACION BASICA Y MEDIA	F.N.D.R.		178590
20136161-0	REPOSICION Y AMPLIACION INFRAESTRUCTURA ESCUELA LOS TILOS	EDUCACION BASICA Y MEDIA	F.N.D.R.		114660
20136166-0	MEJORAMIENTO ESCUELA INTERNADO F-75	EDUCACION BASICA Y MEDIA	F.N.D.R.		209150
20136651-0	NORMALIZACION ESCUELA F-347 - CENTRO  EDUCATIVO - VINA DEL MAR	EDUCACION BASICA Y MEDIA	F.N.D.R.		268016
20136657-0	REPOSICION ESCUELA E-374 - PATRICIO LYNCH - VINA DEL MAR	EDUCACION BASICA Y MEDIA	F.N.D.R.		893477
20138631-0	"CONSTRUCCION BIBLIOTECA MUNICIPAL  HNO. EMETERIO JOSE , LOS ANDES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	583917
20142567-0	"NORMALIZACION LICEO POLITECNICO, CONCON"	EDUCACION BASICA Y MEDIA	F.N.D.R.		455671
20148521-0	"CONSTRUCCION SOLUCION INTEGRAL, ESC. PALESTINA Y SAPIAIN"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	889698
20152432-0	"CONSTRUCCION ANEXO LICEO CLARA SOLOVERA, EL QUISCO"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	533004
20152862-0	"NORMALIZACION ESCUELA BASICA ARAUCARIA, CABILDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	237268
20154824-0	"REPOSICION ESCUELA JOHN KENNEDY, LOS ANDES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	298187
20154826-0	"AMPLIACION ESCUELA RIO BLANCO, LOS ANDES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	227444
20155377-0	ADQUISICION TRANSPORTE ESCOLAR SECTORES MAITENES ALTO- LA PALOMA	EDUCACION BASICA Y MEDIA	F.N.D.R.		81377
20155733-0	"REPOSICION ESCUELA RAMON FREIRE E-175, QUILLOTA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	582643
20155985-0	"AMPLIACION Y REPOSICION ESCUELA F-362, LOS ALMENDROS (EL LIBANO)"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	366780
20155994-0	"AMPLIACION ESCUELA D-320, ORLANDO PEÑA CARVAJAL"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	339583
20156115-0	DIFUSION FESTIVAL DE TEATRO DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	RS	61130
20156119-0	ADQUISICION BUS TEATRO MUNICIPAL DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	OT	55000
20161239-0	"AMPLIACION LICEO J. M. BORGOÑO, PETORCA"	EDUCACION BASICA Y MEDIA	F.N.D.R. - MUNICIPAL	RS	318173
20162781-0	"DESARROLLO Y EDUCACION RURAL, COMUNA SAN ESTEBAN"	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.		31692
20164543-0	"MEJORAMIENTO ESCUELA G-324 TABOLANGO, LIMACHE"	EDUCACION BASICA Y MEDIA	F.N.D.R.		14501
20165176-0	"CONSTRUCCION ESCUELA F-377 LIMACHITO, LIMACHE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	62701
20165491-0	MEJORAMIENTO SALA DE VINA DEL MAR	ARTE Y CULTURA	F.N.D.R.	RS	111078
20165954-0	AMPLIACION Y RESTAURAC. MUSEO ARQUEOLOGICO Y BIBLIOTECA MUNICIPAL	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.	RA	43401
20165983-0	"REPOSICION Y AMPLIACIÓN ESCUELA LEZANA PINCHEIRA, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	SECTORIAL		748586
20166412-0	"AMPLIACION Y EQUIPAMIENTO ESCUELA E-298 ESPAÑA, VALPARAISO"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	585009
20166451-0	"DESARROLLO Y DIFUSION FESTIVAL DEL CANTAR ESTUDIANTIL, HIJUELAS"	ARTE Y CULTURA	F.N.D.R.		11790
20166501-0	CONSTRUCCION Y MEJORAMIENTO ESCUELA E-397 WINDMILL COLLEGE	EDUCACION BASICA Y MEDIA	F.N.D.R.		440457
20166672-0	CONSTRUCCION BIBLIOTECA COMUNAL SECTOR PANQUEHUE CENTRO	EDUCACION BASICA Y MEDIA	F.N.D.R.		16545
20167447-0	PROTECCION Y DIFUSION CULTURA TRADICIONAL TAPATI RAPA NUI	ARTE Y CULTURA	F.N.D.R. - MUNICIPAL	RS	184954
20171481-0	DIFUSION ACCIONES CULTURALES PARA JOVENES BALMACEDA 1215	ARTE Y CULTURA	F.N.D.R.	RS	141571
20172645-0	AMPLIACION ESCUELA ELISA LATTAPIAT	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	227162
20172651-0	AMPLIACION Y MEJORAMIENTO LICEO REPUBLICA DE ESTADOS UNIDOS	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	244547
20172771-0	"AMPLIACION Y MEJORAMIENTO COLEGIO GENERAL VELÀSQUEZ, PUCHUNCAVÌ"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R. - MUNICIPAL	RS	413426
20173528-0	"AMPLIACION REPOSICION ESC.BASICA POETA NERUDA, ISLA NEGRA-EL QUISC"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	453701
20176160-0	CONSTRUCCION Y REPOSICIÓN  SS.HH ESCUELA JAHUELITO  EX G-116	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	25035
20177195-0	CONSTRUCCION JARDIN INFANTIL POBLACION CHILE BARRIO	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.		123355
20177296-0	AMPLIACION Y ADECUACION ESC. F-402 MELVINS JONES	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	523785
20177438-0	MANEJO INTENCIONADO DE LA EX-CÁRCEL DE VALPARAÍSO	ARTE Y CULTURA	F.N.D.R.		78560
20180798-0	REPOSICION Y MEJORAMIENTO DEPENDENCIAS DE INTERNADO MUNICIPAL	EDUCACION BASICA Y MEDIA	F.N.D.R.		23555
20181560-0	CONSTRUCCION LICEO TECNICO PROFESIONAL EN CALLE LARGA	EDUCACION MEDIA TECNICO	SECTORIAL - F.N.D.R.	FI	780000
20181881-0	CONSTRUCCION TALLER DE GASTRONOMIA LICEO DE NIÑAS	EDUCACION BASICA Y MEDIA	F.N.D.R.		91872
20183457-0	CONSTRUCCION HOGAR ESTUDIANTIL COMUNA DE SAN ESTEBAN	EDUCACION BASICA Y MEDIA	F.N.D.R.		156191
20183774-0	CONSTRUCCION DEPARTAMENTO PROVINCIAL DE EDUCACION QUILLOTA - PETORCA	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL		274200
20183940-0	AMPLIACION CENTRO CULTURAL DE CASABLANCA	ARTE Y CULTURA	F.N.D.R.	RS	330243
20184478-0	CONSTRUCCION SALA DE TEATRO BORDE MAR	ARTE Y CULTURA	F.N.D.R.	FI	28791
20184790-0	ACTUALIZACION SISTEMA DE INFORMACION PLANTA FISICA SIPLAF II	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.	FI	44452
20186822-0	REPARACION MUSEO LORD COCHRANE DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	FI	25803
20186927-0	ADQUISICION EQUIPAMIENTO TECNICO PARA LAS ESCUELAS MUNICIPALIZADAS 	EDUCACION BASICA Y MEDIA	F.N.D.R.		127210
20186992-0	AMPLIACION Y ADECUACION ESCUELA GRECIA D-251 	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	531879
20187035-0	REPOSICION JARDÌN INFANTIL EL VELERITO	EDUCACION PREBASICA	F.N.D.R.		276310
20187038-0	AMPLIACION JARDÍN INFANTIL EL CARACOLITO	EDUCACION PREBASICA	F.N.D.R.		314345
20187068-0	AMPLIACION ESCUELA E-58 BERNARDO OHIGGINS	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	564039
20187075-0	AMPLIACION ADECUACION Y EQUIPAMIENTO LIC. EDUARDO DE LA BARRA A-22	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	2321159
20187136-0	CONSTRUCCION SOLUCION INTEGRAL	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	1706783
20187187-0	AMPLIACION Y ADECUACION ESCUELA D-314 JOAQUIN EDWARDS BELLO	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	773956
20187202-0	NORMALIZACION BIBLIOTECA Y SALA MULTIUSO ESCUELA BRASILIA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	39124
20187236-0	AMPLIACION ADECUACION Y EQUIPAMIENTO CENTRO EDUCATIVO FLORIDA E269	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	271514
20187240-0	AMPLIACION Y EQUIPAMIENTO ESCUELA D-245 NACIONES UNIDAS	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	821260
20187244-0	AMPLIACION Y ADECUACION ESCUELA ALEMANIA D-255	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	451343
20187248-0	"AMPLIACION Y ADECUACION ESCUELA RAMON BARROS LUCO, D-270 "	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	384094
20187252-0	AMPLIACION ADECUACION Y EQUIPAMIENTO ESCUELA GASPAR CABRALES D-250	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	283347
20187267-0	AMPLIACION Y REPARACION COLEGIO D-322 COLOMBIA	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	633316
